Annotated sentence	Intent	Training
show me the [schedule](object_type) of [movie theatre](object_location_type) at [closest](spatial_relation) for [Vampire Hunter D: Bloodlust](movie_name)	SearchScreeningEvent	True
show me the [films](movie_type) playing [in the neighbourhood](spatial_relation)	SearchScreeningEvent	True
show me the [schedule](object_type) for [The Duchess of Langeais](movie_name) at my [cinema](object_location_type)	SearchScreeningEvent	True
Is [Love and Other Troubles](movie_name) playing	SearchScreeningEvent	True
Is [The Legend of the Evil Lake](movie_name) playing at [09:38:42 am](timeRange)	SearchScreeningEvent	True
Is it possible to see [The Italian Job](movie_name) at [Malco Theatres](location_name)	SearchScreeningEvent	True
Find [movie schedules](object_type) for [Bow Tie Cinemas](location_name).	SearchScreeningEvent	True
Is it possible to see [The Day of the Jackal](movie_name) at [Pacific Theatres](location_name)	SearchScreeningEvent	True
What [times](object_type) will [The Garden of sinners Film 1 – Thanatos](movie_name) be playing?	SearchScreeningEvent	True
What [movies](movie_type) are playing at the [closest](spatial_relation) [movie theatre](object_location_type)	SearchScreeningEvent	True
Is [Outlaw of Gor](movie_name) showing at the[nearest](spatial_relation) [movie house](object_location_type) at [5 A.M.](timeRange)	SearchScreeningEvent	True
[Kingsman: The Secret Service](movie_name) at my [movie theatre](object_location_type)	SearchScreeningEvent	True
What is the [movie schedule](object_type) for the [Pacific Theatres](location_name)	SearchScreeningEvent	True
Find the [schedule](object_type) for [Project Shadowchaser II](movie_name) at the [cinema](object_location_type) [in eighteen hours](timeRange).	SearchScreeningEvent	True
Show me a theater [close by](spatial_relation) with [2 p.m.](timeRange) or later [movie times](object_type) that plays recent [movies](movie_type)	SearchScreeningEvent	True
Find the [schedule](object_type) for [The Wild Eye](movie_name).	SearchScreeningEvent	True
Please look for [The Pagans](movie_name) at [movie house](object_location_type).	SearchScreeningEvent	True
When will [The Flower and the Angry Waves](movie_name) be showing?	SearchScreeningEvent	True
I want to see [The Band of Honest Men](movie_name) at the [nearest](spatial_relation) [movie theatre](object_location_type).	SearchScreeningEvent	True
What is playing  at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
show me the [movies](movie_type) playing [around here](spatial_relation)	SearchScreeningEvent	True
When is [Four Days in November](movie_name) playing at the [movie house](object_location_type)?	SearchScreeningEvent	True
Can I get the newest [movie schedule](object_type)	SearchScreeningEvent	True
what's the [nearest](spatial_relation) [movie theatre](object_location_type) showing [Concussion](movie_name) [in one hour](timeRange) 	SearchScreeningEvent	True
What [movies](movie_type) are playing at the [closest](spatial_relation) [cinema](object_location_type)	SearchScreeningEvent	True
I want to see showings for [The Voice of Merrill](movie_name) at my [cinema](object_location_type).	SearchScreeningEvent	True
I want to see a list of the [closest](spatial_relation) [cinema](object_location_type)'s [movies](movie_type)	SearchScreeningEvent	True
What Are the showings for [The Natural History of Parking Lots](movie_name) [movie house](object_location_type)	SearchScreeningEvent	True
Give me the [schedule](object_type) for [Public Stenographer](movie_name) at [MJR Theatres](location_name)	SearchScreeningEvent	True
Is it possible to see [Tube](movie_name) at the [closest](spatial_relation) [movie theatre](object_location_type).	SearchScreeningEvent	True
I want to see [Wenn Lucy springt](movie_name) [now](timeRange) at a [movie theatre](object_location_type).	SearchScreeningEvent	True
Is [Across the Line](movie_name) playing at the [closest](spatial_relation) [movie house](object_location_type)	SearchScreeningEvent	True
Which [animated movies](movie_type) are playing [in the neighbourhood](spatial_relation) ?	SearchScreeningEvent	True
Where is [They Always Return at Dawn](movie_name) playing	SearchScreeningEvent	True
What is the [movie schedule](object_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	True
Tell me when [Howling II: Your Sister Is a Werewolf](movie_name) is playing.	SearchScreeningEvent	True
Is [Babar: King of the Elephants](movie_name) playing 	SearchScreeningEvent	False
Is [The Ghost](movie_name) playing	SearchScreeningEvent	False
Is [Bartok the Magnificent](movie_name) playing at [seven AM](timeRange)?	SearchScreeningEvent	False
What's the [movie schedule](object_type)	SearchScreeningEvent	False
i want to see [JLA Adventures: Trapped In Time](movie_name)	SearchScreeningEvent	False
when is [The Fox and the Child](movie_name) playing in this [cinema](object_location_type)	SearchScreeningEvent	False
show me the [schedule](object_type) for [Rat Rod Rockers](movie_name)!	SearchScreeningEvent	False
Is [Any Which Way You Can](movie_name) playing [in 15 seconds](timeRange)	SearchScreeningEvent	False
I want to see [The Portrait of a Lady](movie_name) at the [nearest](spatial_relation) [cinema](object_location_type).	SearchScreeningEvent	False
Where can I see [The Prime Ministers: The Pioneers](movie_name)	SearchScreeningEvent	False
I need to find the [movie theatre](object_location_type) showing [The Crooked Web](movie_name) [closest](spatial_relation) to me	SearchScreeningEvent	False
I want to see [While the Sun Shines](movie_name) at the [closest](spatial_relation) [movie house](object_location_type).	SearchScreeningEvent	False
I want to see [Those Kids from Town](movie_name), when will it be showing?	SearchScreeningEvent	False
Find the [schedule](object_type) for [The Comedian](movie_name) at [Santikos Theatres](location_name).	SearchScreeningEvent	False
What are the [movie schedules](object_type) for my favorite [theaters](location_name) 	SearchScreeningEvent	False
What are the [movies](movie_type) showing [in the neighbourhood](spatial_relation) 	SearchScreeningEvent	False
Is [Without Witness](movie_name) playing [twenty two hours from now](timeRange)	SearchScreeningEvent	False
I need [animated movies](movie_type) [in the area](spatial_relation) for [dinner](timeRange) time	SearchScreeningEvent	False
i want to see [I Dream of Jeanie](movie_name) in a [movie theatre](object_location_type)	SearchScreeningEvent	False
Can I see [Ellis Island Revisited](movie_name) [in 1 minute](timeRange)	SearchScreeningEvent	False
I want [animated movies](movie_type) at [MJR Theatres](location_name)	SearchScreeningEvent	False
show me the [schedule](object_type) for [The Oblong Box](movie_name)	SearchScreeningEvent	False
I want to know if there are any [movies](movie_type) playing [in the area](spatial_relation).	SearchScreeningEvent	False
Is [What a Wonderful Place](movie_name) showing at [Cinemark Theatres](location_name)	SearchScreeningEvent	False
show the [closest](spatial_relation) [movie theatre](object_location_type) that shows [Boycott](movie_name)	SearchScreeningEvent	False
I want to see [DOA: Dead or Alive](movie_name) at [Loews Cineplex Entertainment](location_name).	SearchScreeningEvent	False
is [The Nightmare](movie_name) showing [six hours from now](timeRange) at the [nearest](spatial_relation) [cinema](object_location_type).	SearchScreeningEvent	False
What is the [nearest](spatial_relation) [movie house](object_location_type) with [Window Connection](movie_name) playing at [lunch](timeRange)	SearchScreeningEvent	False
Is [Patrick Still Lives](movie_name) showing at [AMC Theaters](location_name)	SearchScreeningEvent	False
Fine the [movie schedules](object_type) for the [Wanda Group](location_name).	SearchScreeningEvent	False
Give me the [movie schedule](object_type) [nearby](spatial_relation)	SearchScreeningEvent	False
Find the [schedule](object_type) at the [Douglas Theatre Company](location_name).	SearchScreeningEvent	False
Show me the [movies](movie_type) at [Harkins Theatres](location_name).	SearchScreeningEvent	False
what [movies](movie_type) at [Star Theatres](location_name).	SearchScreeningEvent	False
I want a [movie schedule](object_type).	SearchScreeningEvent	False
Can I get the [movie times](object_type)	SearchScreeningEvent	False
I want to see [Medal for the General](movie_name)	SearchScreeningEvent	False
Can I get the [times](object_type) for [movies](movie_type) [in the neighbourhood](spatial_relation)	SearchScreeningEvent	False
May I have the [movie schedules](object_type) for [Speakeasy Theaters](location_name)	SearchScreeningEvent	False
Find [animated movies](movie_type) [close by](spatial_relation)	SearchScreeningEvent	False
Is [American Primitive](movie_name) showing in [Santikos Theatres](location_name)	SearchScreeningEvent	False
what are the [movie schedules](object_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	False
Check the [schedule](object_type) for [Bow Tie Cinemas](location_name).	SearchScreeningEvent	False
Check the timings for [Snowbound](movie_name) at the [closest](spatial_relation) [movie theatre](object_location_type).	SearchScreeningEvent	False
What are the [movie times](object_type) at [Caribbean Cinemas](location_name)	SearchScreeningEvent	False
I need [films](movie_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	False
Show the [movie schedules](object_type) [in the neighborhood](spatial_relation)	SearchScreeningEvent	False
where's the [nearest](spatial_relation) [movie house](object_location_type) showing foreign [films](movie_type)	SearchScreeningEvent	False
What [movies](movie_type) are showing [now](timeRange) at the [closest](spatial_relation) [cinema](object_location_type)?	SearchScreeningEvent	False
Is [Rumor Has It](movie_name) playing	SearchScreeningEvent	False
I need a list of [Speakeasy Theaters](location_name) [movie times](object_type)	SearchScreeningEvent	False
When is [The Outer Space Connection](movie_name) playing at the [nearest](spatial_relation) [cinema](object_location_type).	SearchScreeningEvent	False
Find the [movie times](object_type) at [Harkins Theatres](location_name).	SearchScreeningEvent	False
Find the [films](movie_type) at [Century Theatres](location_name).	SearchScreeningEvent	False
show the [animated movies](movie_type) playing [in the neighbourhood](spatial_relation)	SearchScreeningEvent	False
I want to see [Fear Chamber](movie_name).	SearchScreeningEvent	False
Show me [Southern Theatres](location_name) [movie times](object_type)	SearchScreeningEvent	False
Is [The Unnaturals](movie_name) showing at [13](timeRange).	SearchScreeningEvent	False
Is [No Time to Be Young](movie_name) showing at [AMC Theaters](location_name)	SearchScreeningEvent	False
Find the [movie schedules](object_type) for [Regal Entertainment Group](location_name).	SearchScreeningEvent	False
I want to see [Shattered Image](movie_name).	SearchScreeningEvent	False
Find the [schedule](object_type) at [Star Theatres](location_name).	SearchScreeningEvent	False
Will [I Think I Do](movie_name) be playing at [7 PM](timeRange)?	SearchScreeningEvent	False
Show me the [schedule](object_type) for [ArcLight Hollywood](location_name) for only [animated movies](movie_type)	SearchScreeningEvent	False
Find the [schedule](object_type) for [Great Mail Robbery](movie_name).	SearchScreeningEvent	False
Give me the [movies](movie_type) [in the neighborhood](spatial_relation) 	SearchScreeningEvent	False
What [movies](movie_type) are playing [close by](spatial_relation)	SearchScreeningEvent	False
Is [The Two Gladiators](movie_name) playing	SearchScreeningEvent	False
What's the [movie schedule](object_type) for [Great Escape Theatres](location_name)	SearchScreeningEvent	False
